SerialNo,QRText,QRValue
0000822,A1733970014,7243726861072967
0000823,A1569514752,1730934713489897
0000824,A1272111732,9946742964809411
0000825,A1946330818,6689369599860740
0000826,A1213956407,2147856266026921
0000827,A1632444807,1263914995559577
0000828,A1694505927,3107329623998341
0000829,A2124439286,1262752556451967
0000830,A1914054830,4656067266715105
0000831,A1817722955,2575319283546012
0000832,A1619465103,7155580598225652
0000833,A1015239002,5779677353202218
0000834,A1692697434,1450647428031188
0000835,A1904163410,4598646728522775
0000836,A1721792127,7101714066106859
0000837,A1759174787,4260370748207141
0000838,A1027354017,2259926286043364
0000839,A1403445604,7776670598276717
0000840,A1527749830,6937452169809742
0000841,A1058916916,7297686270748673
0000842,A1468871908,5720635283714237
0000843,A1908595384,3563689195337889
0000844,A1020847069,2558590063681788
0000845,A1163512628,9527423598132673
0000846,A1860974696,8355604085086828
0000847,A2089797925,4158061841610383
0000848,A2024385525,2214762713956964
0000849,A1235973191,7199060313153929
0000850,A2115642873,2694294793789099
0000851,A2146832575,5980249888422250
0000852,A1935740730,5970898341529610
0000853,A1602843462,4414099688780113
0000854,A1443802531,8534855445380248
0000855,A1774793322,6790888027017807
0000856,A1950184705,8932074027325025
0000857,A1993347141,6411485394210663
0000858,A1168168692,5591716737793902
0000859,A1359536703,2427589260829235
0000860,A1724083977,2826682685215748
0000861,A1899631113,8376074818693944
0000862,A1019746792,1168615265783400
0000863,A1832047250,3943222645565251
0000864,A1721678782,3024587549415044
0000865,A2100394935,6066702656232063
0000866,A2099418553,2957613754238745
0000867,A1980960277,4398261282669862
0000868,A1966804743,1959195862828092
0000869,A2142108775,8675904413885331
0000870,A1645502234,5519311645433091
0000871,A1901416929,9049080325874169
0000872,A1045445011,6424822811587805
0000873,A1340245533,6922017866222728
0000874,A1653229367,1926581459888513
0000875,A1914924078,3130762543868978
0000876,A1571136008,2688317495250139
0000877,A1912400448,4196922394699753
0000878,A1084027553,7985255184284213
0000879,A1032459584,9473140374168790
0000880,A1584781272,1197035424927107
0000881,A1661690964,2463119084239109
0000882,A1001685023,8590268839755070
0000883,A1300141877,9274234896418797
0000884,A1569206182,6954382960355957
0000885,A1994690042,3570475134716797
0000886,A1290458058,1406912988284331
0000887,A1241725269,5478281569875870
0000888,A1110097109,7906650723223892
0000889,A1519342642,7410988320638252
0000890,A1402766201,1101847969516823
0000891,A1349587454,8082045267249824
0000892,A1526511671,9933633494634623
0000893,A1837017972,8162761245404936
0000894,A1052451572,3125474434140824
0000895,A2132583475,3691758072425392
0000896,A1437877163,2857447254147800
0000897,A1631975551,7976453690662274
0000898,A1967513053,3690673657187538
0000899,A1574395073,5326287945564681
0000900,A1777932934,5939882321792805
0000901,A1243735962,9195091791723869
0000902,A1342995282,2722524388723376
0000903,A2059588100,4672039536368415
0000904,A1383542240,5713194432441516
0000905,A1546704513,2484520733528071
0000906,A1455615352,1980384752148927
0000907,A1520173454,1638954055535410
0000908,A1720242996,8202253931253941
0000909,A1877882989,5153455653913715
0000910,A1128292321,9624438456073455
0000911,A1625632855,1463418632228789
0000912,A1301050382,8499708839303825
0000913,A1413310275,7192936719692337
0000914,A1939687311,5123766281854076
0000915,A1226683930,2948524332632592
0000916,A1742304094,4300506122061529
0000917,A1301653909,1931618943459031
0000918,A2063535710,3021671753009282
0000919,A1717271552,6262636619928378
0000920,A1770980597,5804742475690686
0000921,A1443816855,8304384650476009
0000922,A1896247957,8101222952497757
0000923,A1002712230,2926726439848118
0000924,A2073843826,1331809247874479
0000925,A1413815629,6709648265151876
0000926,A1811925430,4871106662537296
0000927,A2129906108,2063379018529494
0000928,A1406109597,8640281886928195
0000929,A1160831623,6565418784417467
0000930,A1882536125,6735473632370722
0000931,A1247033430,7194702523881943
0000932,A1433514856,4889235468193815
0000933,A1400064662,4748442548473012
0000934,A1894206390,6800803123737796
0000935,A1920707867,3943522115998096
0000936,A2091187484,6095916363120233
0000937,A1992667778,9257605923915299
0000938,A1604227685,7184857747413634
0000939,A1728794819,1295747496641027
0000940,A1682724893,6768053325358041
0000941,A1740513139,3099322061912527
0000942,A1095335441,7484879741371066
0000943,A1305900482,9845493928204128
0000944,A2108699485,4230326511226640
0000945,A1179317061,2848651552625758
0000946,A2081078745,5963877556967596
0000947,A1904345881,2702987214695024
0000948,A1271535866,9136209974778675
0000949,A1107805097,7198436410098447
0000950,A1847458854,7684045645934880
0000951,A1784786857,7783025379803890
0000952,A1294711684,2205454447014810
0000953,A1660762755,7473601464586422
0000954,A1823982891,7159201462504222
0000955,A1445174003,9089934360272794
0000956,A1161778100,4332679753362061
0000957,A2081030016,7236949353318697
0000958,A1505829036,8261771350650661
0000959,A1135951528,4678305439631120
0000960,A1983442592,9902197212864433
0000961,A1398720208,5752422731614483
0000962,A1921419782,3540527364473010
0000963,A1273136161,9094931116431971
0000964,A1071538563,4296642984902760
0000965,A2050344997,1630306955437857
0000966,A1537925051,8638112710462755
0000967,A1184947355,9576676138657566
0000968,A1595880419,8168043114470962
0000969,A2053341317,3187935695212539
0000970,A1371698384,2245195475271488
0000971,A1094140708,7469141675714040
0000972,A1659445974,4335441024067786
0000973,A1393838571,6264685765494069
0000974,A2093931647,9126590952377485
0000975,A1470851950,8917692739403064
0000976,A1744792577,5729225676314643
0000977,A2086447763,6847221460401926
0000978,A1371891351,7262796913255210
0000979,A1818625883,8453623275843795
0000980,A1218576770,8965306413525917
0000981,A1755560242,9226951878497357
0000982,A1397290488,9822725668275012
0000983,A1117154516,4065918372948657
0000984,A1399962705,2130106133734270
0000985,A1445844388,2870609814500852
0000986,A1972557169,1980629492503502
0000987,A1829603880,3420024574587098
0000988,A1240944734,4394042553979738
0000989,A1189584215,7821532412063446
0000990,A1796338732,8751512258818177
0000991,A1487348936,2374621972993791
0000992,A1662584504,3653931198996389
0000993,A1814460023,1576960890949670
0000994,A1779371551,5922721526633073
0000995,A1042915716,6384273257171153
0000996,A1340007768,9419967853921871
0000997,A2131601938,8792678574729938
0000998,A1935075404,5207562165452818
0000999,A1368964672,5036257558329092
0001000,A1312595190,2629092030011931
0001001,A1716687251,4672989053144059
0001002,A1180161058,9314607997554840
0001003,A1646931884,8300053292166785
0001004,A1070180894,2239995214036685
0001005,A1019811080,1393984674973029
0001006,A1611405117,2553190880097692
0001007,A2106793681,8820190584015645
0001008,A1613796338,7370447199588336
0001009,A1944611574,6488369771670596
0001010,A1096146033,3302933486176735
0001011,A1518500653,4936250889478687
0001012,A1776945101,1491648522497325
0001013,A1809473380,8923550570696651
0001014,A1632598965,7592717621199145
0001015,A1659867933,9324989475526832
0001016,A1773827959,8178645948135775
0001017,A2026102690,8098479134830666
0001018,A1869937946,3770903438089013
0001019,A1458946101,1806999073025417
0001020,A1555327553,4004224238262381
0001021,A1330019413,5319950559971197
0001022,A1076372050,6483716473037443
0001023,A1185611817,4061609299023359
0001024,A1669055697,8446501236296402
0001025,A1119861567,4719227222274728
0001026,A1800898964,9638648980454575
0001027,A1306779808,2339498483097237
0001028,A1300064703,2706118352044542
0001029,A1654653056,7243589721653473
0001030,A1655209010,3494145396846494
0001031,A1503259640,2993328959193263
0001032,A1413531050,3373206732727671
0001033,A1653147026,5576503438412730
0001034,A1031739256,5613525651170366
0001035,A1498676178,3800408496519778
0001036,A2128795774,6883035790516761
0001037,A1201629263,7317978421683500
0001038,A2052763238,2949421826647257
0001039,A1575847383,1234942236138322
0001040,A1101063421,5464398092401266
0001041,A1655136281,6316832215674639
0001042,A1027754641,2300379764531722
0001043,A1855552835,7696677023460204
0001044,A2014210528,2158855250621454
0001045,A1536025889,3157211567259726
0001046,A1407061802,8442240689057097
0001047,A1580432459,6281180513605539
0001048,A1269489236,4557538861761667
0001049,A1958314526,5690106310439071
0001050,A1414955657,8726912431382645
0001051,A2103998466,5330129111121054
0001052,A1459139621,5110541892966933
0001053,A1452564072,4693554825000286
0001054,A1407841906,3143112391863586
0001055,A1854958923,3626722761591232
0001056,A1778529985,5052899697922102
0001057,A1629682041,2323827327927014
0001058,A1472778864,6240189291832173
0001059,A2004631205,4024725727592933
0001060,A1559882410,2701387066102732
0001061,A1689671476,4455713389697644
0001062,A2046473968,9295770768287259
0001063,A1503622927,1603038180466695
0001064,A1819721433,9643114247486858
0001065,A1816712707,2353670641380681
0001066,A1149707760,5408015319308161
0001067,A1002173016,2410094916372067
0001068,A1032090887,8315847474030851
0001069,A1044058657,5950812490899398
0001070,A1118431528,5721573620858160
0001071,A1833506628,9158275429921677
0001072,A1623434927,7789540486873989
0001073,A1027615364,8497899743309519
0001074,A2062110512,3156164444498615
0001075,A1222553263,8509473626807129
0001076,A1898099197,7302441148865185
0001077,A1643247370,7705377486167102
0001078,A1105629340,5374253612912921
0001079,A1634056956,6157568261398658
0001080,A1199748764,8862192843449582
0001081,A1859182986,4021152058814644
0001082,A1759997998,9891879114848388
0001083,A1223952857,2515925745641301
0001084,A1567452228,1957601069101155
0001085,A1841470692,1686646292539303
0001086,A1788875264,8506156098063736
0001087,A1602093882,3301547386483712
0001088,A1535928584,5883738680161961
0001089,A1314806492,6708922747840218
0001090,A1216858556,9916688626319721
0001091,A1324805844,8649914796357068
0001092,A2145697859,2591611191350123
0001093,A1964956876,5784687086175943
0001094,A1152471781,6287497557865154
0001095,A1041103933,1594480167477763
0001096,A1217587727,4228612946876073
0001097,A1132261736,8785721376514120
0001098,A1680010556,6844306965606454
0001099,A1598806310,3535364781374133
0001100,A1875309234,4491747841829564
0001101,A1726843800,1055642325992369
0001102,A1246346635,2903135933076861
0001103,A1799975712,7613870490950350
0001104,A1015161824,8618947937214690
0001105,A1151567203,4526498070140496
0001106,A1364881420,4881032952892584
0001107,A1161721216,1762510934803097
0001108,A1012292673,1663513921309673
0001109,A1507514170,7214040928056078
0001110,A1392064735,5289406590562462
0001111,A1127192064,1703128722929392
0001112,A1565408285,5495057162318551
0001113,A1406372213,8390230286913440
0001114,A1438605251,5432185966147424
0001115,A1585544616,1918443711667733
0001116,A1501060605,5144712733178089
0001117,A2089675436,2834731186543317
0001118,A1363134578,6596848437292368
0001119,A1089586172,6604402393921283
0001120,A1059703531,7951597956890949
0001121,A1064014078,4199347333244639
0001122,A1004945500,9121318879158192
0001123,A1182134953,6754141290314408
0001124,A1099728375,9674577264908025
0001125,A1713723904,7828329463303249
0001126,A1747849176,5503842197450700
0001127,A1122932974,1050616930693281
0001128,A2082178938,4528465534546754
0001129,A1051243374,8149444051062802
0001130,A1964358312,4731991288906546
0001131,A1744554559,3719008714386323
0001132,A1382781310,3938011822328386
0001133,A1419504530,5553783427971248
0001134,A1286992558,3501413283905713
0001135,A1419005953,8764401231601537
0001136,A1275846042,7250240587685188
0001137,A1815849636,4837079221005601
0001138,A2102484217,9504075679009809
0001139,A1334015511,2014279496708817
0001140,A2130881919,9636874119718748
0001141,A1358211122,3864827330221499
0001142,A1017949973,4942467669555685
0001143,A1644142521,3595665148903176
0001144,A1522422066,3575288799500586
0001145,A1885850404,8713239775492035
0001146,A1469034795,6201430857640641
0001147,A1037550976,8238385218992034
0001148,A1680554864,2164790598949118
0001149,A1865724723,7192668442149330
0001150,A1323545931,1382482229237323
0001151,A1199146653,4420489959169091
0001152,A1105217877,9441414996365858
0001153,A1684463982,4145581848219336
0001154,A1663575155,7111358946545753
0001155,A1494463613,3301425422617904
0001156,A1146686836,2699112917908359
0001157,A1044850986,8941010058128485
0001158,A1498112147,9575266723984888
0001159,A1009265463,7471777627000368
0001160,A1271218981,3350691477497990
0001161,A1349426049,3514518832131828
0001162,A1250736051,3535529591547987
0001163,A1514219244,7122695292718246
0001164,A1881346197,8310335130558489
0001165,A1120119933,5089936421270263
0001166,A1796178730,2459560088633649
0001167,A1973209120,6639593154935555
0001168,A1309067981,3185873824414721
0001169,A1779126586,7655139148452230
0001170,A1448592195,1752578629696372
0001171,A1884397397,4241183417948904
0001172,A1774186123,3463949645968400
0001173,A1183774932,2911615997658958
0001174,A1268637608,7117351755764175
0001175,A1193671162,3439159716306748
0001176,A1351512441,3964687054853303
0001177,A1034610983,3828043260122176
0001178,A1361670506,4494116467110982
0001179,A1287666946,1316538313286450
0001180,A1098391712,5855701358803903
0001181,A1549463072,1514729263701165
0001182,A1803517447,9976068550691517
0001183,A1160769922,4869995926259867
0001184,A1832586879,5803235495479439
0001185,A2032412596,6526129795222413
0001186,A2136918890,1905085997467140
0001187,A1103375179,4353884146904520
0001188,A2065871134,4246957779245353
0001189,A1759560173,5099877197470668
0001190,A1520676074,4815891031474112
0001191,A1416688933,1669681870559144
0001192,A1495394896,7797415866026224
0001193,A2046288465,5216823634630910
0001194,A1709084090,2496041090946909
0001195,A1364561113,3741276280248077
0001196,A1696684964,4739202779679866
0001197,A1789068007,3339105494114522
0001198,A1074195135,9960913325018172
0001199,A1151714968,5949682972677714
0001200,A1949298079,1344767858761914
0001201,A1551057966,7177166310541049
0001202,A2081002970,4261991151335535
0001203,A1317729238,5211963587287137
0001204,A1372246105,1710836966882622
0001205,A1801150519,5249274128578431
0001206,A1585951181,6500549015056814
0001207,A2134699099,1493145913606744
0001208,A1226829495,7894935124767855
0001209,A1348829789,3686264117087684
0001210,A1580639130,3695567228477329
0001211,A2062678353,1760719748720558
0001212,A1839817727,2239438253188746
0001213,A2025160126,4380768094792850
0001214,A1368629649,3972244095272391
0001215,A2050492316,4269237926282685
0001216,A1347201792,4298307857116392
